game_id
2023_19_CLE_HOU
2023_19_GB_DAL
2023_19_LA_DET
2023_19_MIA_KC
2023_19_PHI_TB
2023_19_PIT_BUF
2023_20_GB_SF
2023_20_HOU_BAL
2023_20_KC_BUF
2023_20_TB_DET
2023_21_DET_SF
2023_21_KC_BAL
2023_22_SF_KC
