game_id
2024_19_DEN_BUF
2024_19_GB_PHI
2024_19_LAC_HOU
2024_19_MIN_LA
2024_19_PIT_BAL
2024_19_WAS_TB
2024_20_BAL_BUF
2024_20_HOU_KC
2024_20_LA_PHI
2024_20_WAS_DET
2024_21_BUF_KC
2024_21_WAS_PHI
2024_22_KC_PHI
